"ObjectName","IndexName","index_id","Writes","Total Reads","Index Type","Fill Factor","has_filter","filter_definition","last_system_update","last_user_update"
"TNDSERV14","PK_TNDSERV14","1","0","1","CLUSTERED","0","False","","",""
"TichLuy","PK__TichLuy__1B7E091A","1","0","51","CLUSTERED","0","False","","",""
"TichLuy","IX_TichLuy_MaThe13","2","0","2","NONCLUSTERED","0","False","","",""
"TNDSERV20","PK_TNDSERV20","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV21","PK_TNDSERV21","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV27","PK_TNDSERV27","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV22","PK_TNDSERV22","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV7","PK_TNDSERV7","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV28","PK_TNDSERV28","1","0","1","CLUSTERED","0","False","","",""
"CauHinh","","0","0","31","HEAP","0","False","","",""
"TNDSERV13","PK_TNDSERV13","1","0","1","CLUSTERED","0","False","","",""
"CapDo","PK__CapDo__2CA8951C","1","0","442","CLUSTERED","0","False","","",""
"CauHinhHeThong","PK_CauHinhHeThong","1","0","31","CLUSTERED","0","False","","",""
"QuaTang","PK__QuaTang__3DD3211E","1","0","47","CLUSTERED","0","False","","",""
"The","PK__The__02B25B50","1","0","440","CLUSTERED","0","False","","",""
"The","IX_The_MaThe13","2","0","1","NONCLUSTERED","0","False","","",""
"CauHinhQuaTang","PK_CauHinhQuaTang","1","0","2","CLUSTERED","0","False","","",""
"CTNhanThuongTrongNgay","PK_CTNhanThuongTrongNgay","1","0","39","CLUSTERED","0","False","","",""
"TNDSERV23","PK_TNDSERV23","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV17","PK_TNDSERV17","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV24","PK_TNDSERV24","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV25","PK_TNDSERV25","1","0","1","CLUSTERED","0","False","","",""
"LichSuCapTheST","","0","0","0","HEAP","0","False","","7/17/2025 9:41:16 AM",""
"ChiThuongCuoiNam","PK__ChiThuongCuoiNam__674A37FD","1","0","47","CLUSTERED","0","False","","",""
"INVTSERV16","PK_INVTSERV16","1","0","1","CLUSTERED","0","False","","",""
"History_INVTSERV12","","0","0","0","HEAP","0","False","","7/17/2025 9:41:42 AM",""
"TNDSERV8","PK_TNDSERV8","1","0","1","CLUSTERED","0","False","","",""
"TNDSERV3","PK_TNDSERV3","1","0","1","CLUSTERED","0","False","","",""
"KhachHang","PK__KhachHang__095F58DF","1","0","438","CLUSTERED","0","False","","",""
"KhachHang","IX_KhachHang_DTDD","3","0","355","NONCLUSTERED","0","False","","",""
"KhachHang","IX_KhachHang_DTBan","4","0","355","NONCLUSTERED","0","False","","",""
"KhachHang","IX_KhachHang_MaThe7","8","0","39","NONCLUSTERED","0","False","","",""
"TNDSERV2","PK_TNDSERV2","1","0","1","CLUSTERED","0","False","","",""
"Coupon","PK_Coupon","1","","","CLUSTERED","0","False","","",""
"Coupon","IX_Coupon","2","","","NONCLUSTERED","0","False","","",""
"Coupon","IX_Coupon_MaThe13","3","","","NONCLUSTERED","0","False","","",""
"CTPhatSinh09","PK__CTPhatSinh09","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh09","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"INVTSERV29","PK_INVTSERV29","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS05","PK__CTPhatSinh_KhuyenMaiPOS05","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS05","IX_CTPhatSinh_KhuyenMaiPOS05","2","","","NONCLUSTERED","0","False","","",""
"NhanThuong_SieuThi","PK__QuaThuong_SieuTh__6C8E1007","1","","","CLUSTERED","0","False","","",""
"KhachHang","IX_KhachHang_HoLot","5","","","NONCLUSTERED","0","False","","",""
"KhachHang","IX_KhachHang_Ten","6","","","NONCLUSTERED","0","False","","",""
"KhachHang","IX_KhachHang_CMND","7","","","NONCLUSTERED","0","False","","",""
"KhachHang","IX_KhachHang_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"CTNhanThuong_HoaDon","PK_CTNhanThuong_HoaDon_1","1","","","CLUSTERED","0","False","","",""
"INVTSERV4","PK_INVTSERV4","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS06","PK__CTPhatSinh_KhuyenMaiPOS06","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS06","IX_CTPhatSinh_KhuyenMaiPOS06","2","","","NONCLUSTERED","0","False","","",""
"HinhThuc_BK","PK__HinhThuc__32616E72","1","","","CLUSTERED","0","False","","",""
"CTQuyenNhanVien","PK_CTQuyenNhanVIen","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS09","PK__CTPhatSinh_KhuyenMaiPOS09","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS09","IX_CTPhatSinh_KhuyenMaiPOS09","2","","","NONCLUSTERED","0","False","","",""
"NhomNhanVien","PK__NhomNhanVien__27E3DFFF","1","","","CLUSTERED","0","False","","",""
"CTTichLuy","PK_CTTichLuy","1","","","CLUSTERED","0","False","","",""
"CTTichLuy","IX_CTTichLuy_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"History_TNDSERV06","","0","","","HEAP","0","False","","",""
"LoaiLyDo","PK__LoaiLyDo__351DDF8C","1","","","CLUSTERED","0","False","","",""
"History_TNDSERV07","","0","","","HEAP","0","False","","",""
"CapLaiThe","PK_CapLaiThe","1","","","CLUSTERED","0","False","","",""
"History_TNDSERV08","","0","","","HEAP","0","False","","",""
"History_INVTSERV11","","0","","","HEAP","0","False","","",""
"NhanThuong","PK__NhanThuong__66D536B1","1","","","CLUSTERED","0","False","","",""
"CTPhieuQT2012","","0","","","HEAP","0","False","","",""
"CauHinhChietKhauQRCode","PK_CauHinhChietKhauQRCode","1","","","CLUSTERED","0","False","","",""
"ReportLog","PK_ReportLog","1","","","CLUSTERED","0","False","","",""
"ScriptTable","PK_ScriptTable","1","","","CLUSTERED","0","False","","",""
"CapDo_HinhThuc","PK__CapDo_HinhThuc__3449B6E4","1","","","CLUSTERED","0","False","","",""
"SKU_Vendor","PK_SKU_Vendor","1","","","CLUSTERED","0","False","","",""
"INVTSERV_658","","0","","","HEAP","0","False","","",""
"DSDiemCF_TongHop5","","0","","","HEAP","0","False","","",""
"CTGiaoNhan","PK_CTGiaoNhan","1","","","CLUSTERED","0","False","","",""
"DSDiemCF_TongHop1","","0","","","HEAP","0","False","","",""
"GuiThongTinKhachHang","NgayTao","1","","","CLUSTERED","0","False","","",""
"KhuyenMai","PK__KhuyenMai__3631FF56","1","","","CLUSTERED","0","False","","",""
"LyDo","PK__LyDo__3335971A","1","","","CLUSTERED","0","False","","",""
"ChuongTrinh","PK__ChuongTrinh__29CC2871","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh11","PK__CTPhatSinh11","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh11","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"CTNhanQuaTT","CTNhanThuongTT","1","","","CLUSTERED","0","False","","",""
"INVTSERV3","PK_INVTSERV3","1","","","CLUSTERED","0","False","","",""
"Version","PK_Version","1","","","CLUSTERED","0","False","","",""
"GiftPromotion_Canceled","PK_GiftPromotion_Canceled","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV02","","0","","","HEAP","0","False","","",""
"INVTSERV22","PK_INVTSERV22","1","","","CLUSTERED","0","False","","",""
"PhuongXa","PK__PhuongXa__4850AF91","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai07","PK_CTPhatSinh_KhuyenMai07","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai07","IX_CTPhatSinh_KhuyenMai07","2","","","NONCLUSTERED","0","False","","",""
"History_TNDSERV11","","0","","","HEAP","0","False","","",""
"CauHinhQuaTang_BkCu","PK_CauHinhQuaTang_BkCu","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS03","PK__CTPhatSinh_KhuyenMaiPOS03","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS03","IX_CTPhatSinh_KhuyenMaiPOS03","2","","","NONCLUSTERED","0","False","","",""
"NhanThuong_QuaTang_CapDo","PK__NhanThuong_QuaTa__6383C8BA","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh06","PK__CTPhatSinh06","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh06","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"STAMPTRX_New","PK_STAMPTRX_New","1","","","CLUSTERED","0","False","","",""
"CTNhomQuyen","PK__CTNhomQuyen__4FF1D159","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS04","PK__CTPhatSinh_KhuyenMaiPOS04","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS04","IX_CTPhatSinh_KhuyenMaiPOS04","2","","","NONCLUSTERED","0","False","","",""
"The","IX_The_MaThe7","3","","","NONCLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS07","PK__CTPhatSinh_KhuyenMaiPOS07","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS07","IX_CTPhatSinh_KhuyenMaiPOS07","2","","","NONCLUSTERED","0","False","","",""
"INVTSERV19","PK_INVTSERV19_1","1","","","CLUSTERED","0","False","","",""
"CTDotCapThe","PK__CTDotCapThe__7E02B4CC","1","","","CLUSTERED","0","False","","",""
"History_TNDSERV10","","0","","","HEAP","0","False","","",""
"CauHinh_GuiThongTin","PK_CauHinh_GuiThongTin","1","","","CLUSTERED","0","False","","",""
"History_TNDSERV03","","0","","","HEAP","0","False","","",""
"DMThuNhap","PK_DMThuNhap","1","","","CLUSTERED","0","False","","",""
"CauHinh_BK","PK_CauHinh","1","","","CLUSTERED","0","False","","",""
"SGC_DocumentIssue","PK_SGC_DocumentIssue","1","","","CLUSTERED","0","False","","",""
"History_KhachHang","PK__History_KhachHang__095F58DF","1","","","CLUSTERED","0","False","","",""
"History_KhachHang","IX_History_KhachHang_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"History_KhachHang","IX_History_KhachHang_MaThe7","3","","","NONCLUSTERED","0","False","","",""
"History_KhachHang","IX_History_KhachHang_CMND","4","","","NONCLUSTERED","0","False","","",""
"History_KhachHang","IX_History_KhachHang_DTBan","5","","","NONCLUSTERED","0","False","","",""
"History_KhachHang","IX_History_KhachHang_DTDD","6","","","NONCLUSTERED","0","False","","",""
"History_KhachHang","IX_History_KhachHang_HoLot","7","","","NONCLUSTERED","0","False","","",""
"History_KhachHang","IX_History_KhachHang_Ten","8","","","NONCLUSTERED","0","False","","",""
"INVTSERV11","PK_INVTSERV11","1","","","CLUSTERED","0","False","","",""
"INVTSERV6","PK_INVTSERV6","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai03","PK_CTPhatSinh_KhuyenMai03","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai03","IX_CTPhatSinh_KhuyenMai03","2","","","NONCLUSTERED","0","False","","",""
"LoaiQuaTang","PK_LoaiQuaTang","1","","","CLUSTERED","0","False","","",""
"CTPhieuQT","PK_CTPhieuQT","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV01","","0","","","HEAP","0","False","","",""
"ConstString1","PK__ConstString1__607251E5","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV06","","0","","","HEAP","0","False","","",""
"History_ChiThuongCuoiNam","PK_History_ChiThuongCuoiNam","1","","","CLUSTERED","0","False","","",""
"KyTuDinhDang","PK_KyTuDinhDang","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS08","PK__CTPhatSinh_KhuyenMaiPOS08","1","","","CLUSTERED","0","False","","",""
"CTGuiSMS","PK_CTGuiSMS","1","","","CLUSTERED","0","False","","",""
"DSDiemCF_TongHop2","","0","","","HEAP","0","False","","",""
"HistoryPIN","PK_HistoryPIN","1","","","CLUSTERED","0","False","","",""
"TransferSync","PK_TransferSync","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai06","PK_CTPhatSinh_KhuyenMai06","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai06","IX_CTPhatSinh_KhuyenMai06","2","","","NONCLUSTERED","0","False","","",""
"CTNhanThuongTrongNgay_2023","","0","","","HEAP","0","False","","",""
"TonKhoQua","PK_TonKhoQua","1","","","CLUSTERED","0","False","","",""
"Sync_2023","","0","","","HEAP","0","False","","",""
"CTPhatSinh_KhuyenMai12","PK_CTPhatSinh_KhuyenMai12","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai12","IX_CTPhatSinh_KhuyenMai12","2","","","NONCLUSTERED","0","False","","",""
"ChiThuongCuoiNam_2023","","0","","","HEAP","0","False","","",""
"CTPhatQua","PK_CTPhatQua","1","","","CLUSTERED","0","False","","",""
"CTNhanThuong_2023","","0","","","HEAP","0","False","","",""
"LichSuHuyChietKhauPOS","PK_LichSuHuyGiaoDich","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai11","PK_CTPhatSinh_KhuyenMai11","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai11","IX_CTPhatSinh_KhuyenMai11","2","","","NONCLUSTERED","0","False","","",""
"KhuVuc","PK__KhuVuc__6B1AC8E1","1","","","CLUSTERED","0","False","","",""
"API_Log","PK_API_Log","1","","","CLUSTERED","0","False","","",""
"INVTSERV7","PK_INVTSERV7","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV03","","0","","","HEAP","0","False","","",""
"History_INVTSERV04","","0","","","HEAP","0","False","","",""
"Sync","PK_Sync","1","","","CLUSTERED","0","False","","",""
"CTKhuyenMai","PK__CTKhuyenMai__381A47C8","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS","PK_CTPhatSinh_KhuyenMaiPOS","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS","IX_CTPhatSinh_KhuyenMaiPOS","2","","","NONCLUSTERED","0","False","","",""
"CTPhatSinh01","PK__CTPhatSinh01","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh01","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"TichLuyTrongNgay","IX_TichLuyTrongNgay","2","","","NONCLUSTERED","0","False","","",""
"INVTSERV24","PK_INVTSERV24","1","","","CLUSTERED","0","False","","",""
"INVTSERV23","PK_INVTSERV23","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV07","","0","","","HEAP","0","False","","",""
"CTDMQuyen","PK_CTDMQuyen","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV05","","0","","","HEAP","0","False","","",""
"NhaCungCap","PK__NhaCungCap__51DA19CB","1","","","CLUSTERED","0","False","","",""
"INVTSERV26","PK_INVTSERV26","1","","","CLUSTERED","0","False","","",""
"CTKhuyenMaiPOS","PK_CTKhuyenMaiPOS","1","","","CLUSTERED","0","False","","",""
"CAMBONUS","PK_CAMBONUS","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS02","PK__CTPhatSinh_KhuyenMaiPOS02","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS02","IX_CTPhatSinh_KhuyenMaiPOS02","2","","","NONCLUSTERED","0","False","","",""
"CTPhatSinh04","PK__CTPhatSinh04","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh04","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"CTPhatSinh05","PK__CTPhatSinh05","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh05","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"INVTSERV27","PK_INVTSERV27","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai10","PK_CTPhatSinh_KhuyenMai10","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai10","IX_CTPhatSinh_KhuyenMai10","2","","","NONCLUSTERED","0","False","","",""
"SGC_ApplicationItem","PK_SGC_ApplicationItem","1","","","CLUSTERED","0","False","","",""
"NhomQuyen","PK__NhomQuyen__4C214075","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai04","PK_CTPhatSinh_KhuyenMai04","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai04","IX_CTPhatSinh_KhuyenMai04","2","","","NONCLUSTERED","0","False","","",""
"DMNguonDKyKH","PK_DMNguonDKyKH","1","","","CLUSTERED","0","False","","",""
"SGC_DocumentDetail","PK_SGC_DocumentDetail","1","","","CLUSTERED","0","False","","",""
"Message_NhanVien","PK_Message_NhanVien","1","","","CLUSTERED","0","False","","",""
"BonusSKU1618","","0","","","HEAP","0","False","","",""
"INVTSERV9","PK_INVTSERV9","1","","","CLUSTERED","0","False","","",""
"Message","PK_Message","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai09","PK_CTPhatSinh_KhuyenMai09","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai09","IX_CTPhatSinh_KhuyenMai09","2","","","NONCLUSTERED","0","False","","",""
"TNDSERV0","PK_TNDSERV0","1","","","CLUSTERED","0","False","","",""
"LichSuCapTheTT","PK_LichSuCapThe","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai05","PK_CTPhatSinh_KhuyenMai05","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai05","IX_CTPhatSinh_KhuyenMai05","2","","","NONCLUSTERED","0","False","","",""
"ExceptionPOS","PK_ExceptionPOS","1","","","CLUSTERED","0","False","","",""
"INVTSERV0","PK_INVTSERV0","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS10","PK__CTPhatSinh_KhuyenMaiPOS10","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS10","IX_CTPhatSinh_KhuyenMaiPOS10","2","","","NONCLUSTERED","0","False","","",""
"INVTSERV10","PK_INVTSERV10","1","","","CLUSTERED","0","False","","",""
"KhuyenMai_SieuThi","PK__KhuyenMai_SieuTh__5E3FF0B0","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV08","","0","","","HEAP","0","False","","",""
"GiftPromotion_ST","","0","","","HEAP","0","False","","",""
"GiftPromotion_ST","IX_GiftPromotion_Mathe7","2","","","NONCLUSTERED","0","False","","",""
"GiftPromotion_ST","IX_GiftPromotion_MaThe13","3","","","NONCLUSTERED","0","False","","",""
"GiftPromotion_ST","IX_GiftPromotion_NgayPhat","4","","","NONCLUSTERED","0","False","","",""
"GiftPromotion_ST","IX_GiftPromotion_GhiChu","5","","","NONCLUSTERED","0","False","","",""
"GiftPromotion_ST","IX_GiftPromotion_MaDot","6","","","NONCLUSTERED","0","False","","",""
"NhanThuong_KhachHang","PK_NT_KhachHang","1","","","CLUSTERED","0","False","","",""
"History_INVTSERV09","","0","","","HEAP","0","False","","",""
"History_INVTSERV10","","0","","","HEAP","0","False","","",""
"CTPhatSinh_KhuyenMai","PK_CTPhatSinh_KhuyenMai","1","","","CLUSTERED","0","False","","",""
"DieuKienKhuyenMaiPOS","PK_DieuKienKhuyenMaiPOS","1","","","CLUSTERED","0","False","","",""
"DMLoaiKH","PK_DMLoaiKH","1","","","CLUSTERED","0","False","","",""
"SGC_Attachment","PK_SGC_Attachment","1","","","CLUSTERED","0","False","","",""
"INVTSERV8","PK_INVTSERV8","1","","","CLUSTERED","0","False","","",""
"CauHinhSKU_LoaiDMH","PK__CauHinhSKU_LoaiDMH","1","","","CLUSTERED","0","False","","",""
"INVTSERV20","PK_INVTSERV20","1","","","CLUSTERED","0","False","","",""
"QuaTangSinhNhat","PK__QuaTangSinhNhat__61915EA7","1","","","CLUSTERED","0","False","","",""
"INVTSERV13","PK_INVTSERV13","1","","","CLUSTERED","0","False","","",""
"KhuyenMaiPOS","PK_KhuyenMaiPOS","1","","","CLUSTERED","0","False","","",""
"TheDongThuongHieu","PK_TheDongThuongHieu","1","","","CLUSTERED","0","False","","",""
"LoaiKhuyenMai","PK__LoaiKhuyenMai__40AF8DC9","1","","","CLUSTERED","0","False","","",""
"NgheNghiep","PK__NgheNghiep__5B638405","1","","","CLUSTERED","0","False","","",""
"LichSuHuyPhieuQRCode","PK_QRCodeHuy","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS08","IX_CTPhatSinh_KhuyenMaiPOS08","2","","","NONCLUSTERED","0","False","","",""
"CTPhatSinh","PK__CTPhatSnh__12E8C319","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh","IX_CTPhatSinh","2","","","NONCLUSTERED","0","False","","",""
"INVTSERV30","PK_INVTSERV30","1","","","CLUSTERED","0","False","","",""
"INVTSERV14","PK_INVTSERV14","1","","","CLUSTERED","0","False","","",""
"INVTSERV5","PK_INVTSERV5","1","","","CLUSTERED","0","False","","",""
"CTGuiThongTinKhachHang","PK__CTGuiThongTinKha__6EEB59C5","1","","","CLUSTERED","0","False","","",""
"SGC_Feedback","PK_SGC_Feedback","1","","","CLUSTERED","0","False","","",""
"QuocGia","PK__QuocGia__597B3B93","1","","","CLUSTERED","0","False","","",""
"History_TNDSERV09","","0","","","HEAP","0","False","","",""
"TrangThai","PK__TrangThai__2C88998B","1","","","CLUSTERED","0","False","","",""
"TrangThai","IX_TrangThai_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai08","PK_CTPhatSinh_KhuyenMai08","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai08","IX_CTPhatSinh_KhuyenMai08","2","","","NONCLUSTERED","0","False","","",""
"HinhThuc","","0","","","HEAP","0","False","","",""
"temptdate","","0","","","HEAP","0","False","","",""
"CTPhatSinh10","PK__CTPhatSinh10","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh10","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"CTGuiCamNang","PK_CTGuiCamNang","1","","","CLUSTERED","0","False","","",""
"CHITIET_PS","","0","","","HEAP","0","False","","",""
"KhuyenMai_SieuThiPOS","PK__KhuyenMai_SieuThi","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS12","PK__CTPhatSinh_KhuyenMaiPOS12","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS12","IX_CTPhatSinh_KhuyenMaiPOS12","2","","","NONCLUSTERED","0","False","","",""
"QuyenNhanVien","PK__QuyenNhanVien__2374309D","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh12","PK__CTPhatSinh12","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh12","IX_CTPhatSinh_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"CTQuyenNhomNhanVien","PK_CTQuyenNhomNhanVien","1","","","CLUSTERED","0","False","","",""
"KhachHang_QuaTang_CapDo","IX_KhachHang_QuaTang_CapDo_MaThe13","2","","","NONCLUSTERED","0","False","","",""
"DSDiemCF_TongHop4","","0","","","HEAP","0","False","","",""
"KhachHang_QuaTang_CapDo_Cu","PK_KhachHang_QuaTang_CapDo_Cu","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai02","PK_CTPhatSinh_KhuyenMai02","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai02","IX_CTPhatSinh_KhuyenMai02","2","","","NONCLUSTERED","0","False","","",""
"DMQuyen","PK__DMQuyen__4A38F803","1","","","CLUSTERED","0","False","","",""
"TheKhongNhanQuangCao","PK_TheKhongNhanQuangCao","1","","","CLUSTERED","0","False","","",""
"INVTSERV21","PK_INVTSERV21","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS11","PK__CTPhatSinh_KhuyenMaiPOS11","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMaiPOS11","IX_CTPhatSinh_KhuyenMaiPOS11","2","","","NONCLUSTERED","0","False","","",""
"NhomNhanVien_DMQuyen","PK__NhomNhanVien_DMQ__4E0988E7","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai01","PK_CTPhatSinh_KhuyenMai01","1","","","CLUSTERED","0","False","","",""
"CTPhatSinh_KhuyenMai01","IX_CTPhatSinh_KhuyenMai01","2","","","NONCLUSTERED","0","False","","",""
"DotCapThe","PK__DotCapThe__231F2AE2","1","","","CLUSTERED","0","False","","",""
"History_TNDSERV12","","0","","","HEAP","0","False","","",""
"LoaiThoiGianKhuyenMai","PK__LoaiThoiGianKhuy__4297D63B","1","","","CLUSTERED","0","False","","",""
"INVTSERV2","PK_INVTSERV2","1","","","CLUSTERED","0","False","","",""
"DotCapThe_SieuThi","PK__DotCapThe_SieuTh__63F8CA06","1","","","CLUSTERED","0","False","","",""
"INVTSERV12","PK_INVTSERV12","1","","","CLUSTERED","0","False","","",""
"SieuThi_Group","PK_SieuThi_Cum","1","","","CLUSTERED","0","False","","",""
"DotTangQuaSinhNhat","PK__DotTangQuaSinhNh__6561EF8B","1","","","CLUSTERED","0","False","","",""
"SieuThi","PK__SieuThi__0777106D","1","","","CLUSTERED","0","False","","",""
