"Schema Name","Object Name","index_id","Buffer size(MB)","BufferCount","Row Count","Compression Type"
"dbo","KhachHang","6","0.85","109","3230258","NONE"
"dbo","The","3","0.84","108","3660168","NONE"
"dbo","CTPhatSinh11","2","0.77","98","873309","NONE"
"dbo","CTNhanThuongTrongNgay","1","0.77","98","47438","NONE"
"dbo","TichLuyTrongNgay","2","0.46","59","3654169","NONE"
"dbo","TichLuy","2","0.40","51","3660169","NONE"
"dbo","CTTichLuy","1","0.34","44","93086","NONE"
"dbo","INVTSERV14","1","0.31","40","214827","NONE"
"dbo","INVTSERV10","1","0.30","39","296078","NONE"
"dbo","INVTSERV11","1","0.30","39","118408","NONE"
"dbo","QuyenNhanVien","1","0.30","39","91855","NONE"
"dbo","History_KhachHang","1","0.30","38","25031","NONE"
"dbo","CTPhatSinh_KhuyenMaiPOS","1","0.30","38","53541","NONE"
"dbo","INVTSERV15","1","0.28","36","257473","NONE"
"dbo","CTTichLuy","2","0.27","35","93086","NONE"
"dbo","KhachHang","2","0.23","30","3230258","NONE"
"dbo","LichSuThayDoiSieuThi","1","0.23","30","90880","NONE"
"dbo","INVTSERV13","1","0.21","27","125718","NONE"
"dbo","History_INVTSERV02","0","0.21","27","10704102","NONE"
"dbo","CTPhatSinh_KhuyenMai","1","0.20","26","222068","NONE"
"dbo","CTQuyenNhanVien","1","0.17","22","52381","NONE"
"dbo","Sync","1","0.16","20","68156","NONE"
"dbo","INVTSERV16","1","0.15","19","233440","NONE"
"dbo","History_TNDSERV11","0","0.13","16","3722158","NONE"
"dbo","INVTSERV12","1","0.12","15","169803","NONE"
"dbo","LichSuCapTheST","0","0.11","14","172725","NONE"
"dbo","History_INVTSERV10","0","0.10","13","12367739","NONE"
"dbo","History_INVTSERV11","0","0.09","12","13620269","NONE"
"dbo","NhanThuong","1","0.09","12","1002","NONE"
"dbo","History_INVTSERV12","0","0.09","12","12074414","NONE"
"dbo","INVTSERV17","1","0.09","12","129312","NONE"
"dbo","CTPhatSinh_KhuyenMai10","1","0.09","11","40042","NONE"
"dbo","History_INVTSERV09","0","0.09","11","13956851","NONE"
"dbo","CTPhatSinh_KhuyenMaiPOS","2","0.09","11","53541","NONE"
"dbo","History_INVTSERV06","0","0.07","9","14068177","NONE"
"dbo","History_TNDSERV10","0","0.07","9","3914752","NONE"
"dbo","History_TNDSERV06","0","0.07","9","11194620","NONE"
"dbo","History_INVTSERV08","0","0.06","8","14076769","NONE"
"dbo","History_INVTSERV04","0","0.06","8","14302646","NONE"
"dbo","History_INVTSERV05","0","0.06","8","12686510","NONE"
"dbo","CTPhatSinh_KhuyenMai11","1","0.06","8","29679","NONE"
"dbo","CTPhatSinh_KhuyenMai09","1","0.05","7","27143","NONE"
"dbo","History_KhachHang","7","0.05","7","25031","NONE"
"dbo","QuanHuyen","1","0.05","7","793","NONE"
"dbo","History_INVTSERV03","0","0.05","7","13727576","NONE"
"dbo","History_TNDSERV09","0","0.05","7","3191701","NONE"
"dbo","History_TNDSERV08","0","0.05","7","4363923","NONE"
"dbo","History_TNDSERV12","0","0.05","7","3473792","NONE"
"dbo","History_TNDSERV07","0","0.05","6","4102182","NONE"
"dbo","History_KhachHang","6","0.05","6","25031","NONE"
"dbo","History_KhachHang","8","0.04","5","25031","NONE"
"dbo","History_KhachHang","3","0.04","5","25031","NONE"
"dbo","DSDiemCF_TongHop3_DieuChinh","0","0.04","5","143","NONE"
"dbo","INVTSERV_658","0","0.04","5","350","NONE"
"dbo","CTPhatSinh_KhuyenMai10","2","0.04","5","40042","NONE"
"dbo","NhanThuong_SieuThi","1","0.04","5","1639","NONE"
"dbo","History_TNDSERV03","0","0.04","5","2458899","NONE"
"dbo","History_INVTSERV01","0","0.04","5","11003079","NONE"
"dbo","CauHinhKetNoi","1","0.03","4","729","NONE"
"dbo","History_INVTSERV07","0","0.03","4","14133591","NONE"
"dbo","NhanThuong_KhachHang","1","0.03","4","35431","NONE"
"dbo","History_KhachHang","4","0.03","4","25031","NONE"
"dbo","CauHinh","0","0.02","3","1","NONE"
"dbo","QuocGia","1","0.02","3","141","NONE"
"dbo","CapDo","1","0.02","3","4","NONE"
"dbo","CustomerList","0","0.02","3","45396","NONE"
"dbo","GiftPromotion_ST","0","0.02","3","759","NONE"
"dbo","ScriptTable","1","0.02","3","1","NONE"
"dbo","History_TNDSERV01","0","0.02","3","2987414","NONE"
"dbo","CTPhatSinh_KhuyenMai11","2","0.02","3","29679","NONE"
"dbo","SGC_DocumentDetail","1","0.02","3","219","NONE"
"dbo","CTPhatSinh_KhuyenMai09","2","0.02","3","27143","NONE"
"dbo","History_TNDSERV04","0","0.02","3","2202419","NONE"
"dbo","History_TNDSERV05","0","0.02","3","3004595","NONE"
"dbo","ConstString1","1","0.02","2","1","NONE"
"dbo","GiftPromotion_Canceled","1","0.02","2","328","NONE"
"dbo","NhaCungCap","1","0.02","2","2","NONE"
"dbo","HinhThuc","0","0.02","2","1","NONE"
"dbo","SGC_Attachment","1","0.02","2","9","NONE"
"dbo","ChiThuongCuoiNam_2023","0","0.02","2","2482186","NONE"
"dbo","DSDiemCF_TongHop4","0","0.02","2","73","NONE"
"dbo","DieuKienKhuyenMaiPOS","1","0.02","2","952","NONE"
"dbo","NhanVien","1","0.02","2","2954","NONE"
"dbo","CTQuyenNhomNhanVien","1","0.02","2","209","NONE"
"dbo","Version","1","0.02","2","10","NONE"
"dbo","History_TNDSERV02","0","0.02","2","1668377","NONE"
"dbo","TransferSync","1","0.02","2","2","NONE"
"dbo","ReportLog","1","0.02","2","2626","NONE"
"dbo","Xtra","0","0.02","2","46","NONE"
"dbo","INVTSERV_2023","0","0.02","2","25698","NONE"
"dbo","DSDiemCF_TongHop5","0","0.02","2","3990","NONE"
"dbo","DSDiemCF_TongHop3","0","0.02","2","145","NONE"
"dbo","DSDiemCF_TongHop2","0","0.02","2","428","NONE"
"dbo","SGC_Feedback","1","0.02","2","51","NONE"
"dbo","CTNhanThuongTrongNgay_2023","0","0.02","2","49069","NONE"
"dbo","Sync_2023","0","0.02","2","83390","NONE"
"dbo","History_KhachHang","2","0.02","2","25031","NONE"
"dbo","SieuThi","1","0.02","2","678","NONE"
"dbo","CAMPGN","0","0.02","2","1","NONE"
"dbo","SieuThi_Group","1","0.01","1","42","NONE"
"dbo","CHITIET_PS","0","0.01","1","12","NONE"
"dbo","temptdate","0","0.01","1","0","NONE"
"dbo","History_KhachHang","5","0.01","1","25031","NONE"
"dbo","KhuyenMai_SieuThi","1","0.01","1","124","NONE"
"dbo","DMThuNhap","1","0.01","1","4","NONE"
"dbo","CauHinh_BK","1","0.01","1","1","NONE"
"dbo","SGC_DocumentIssue","1","0.01","1","220","NONE"
"dbo","QuaTang","1","0.01","1","47","NONE"
"dbo","KhuyenMai","1","0.01","1","124","NONE"
"dbo","CapDo_HinhThuc","1","0.01","1","1","NONE"
"dbo","SKU_Vendor","1","0.01","1","637","NONE"
"dbo","CauHinhChietKhauPOS","1","0.01","1","1","NONE"
"dbo","KyTuDinhDang","1","0.01","1","9","NONE"
"dbo","TinhTP","1","0.01","1","64","NONE"
"dbo","KhuyenMaiPOS","1","0.01","1","138","NONE"
"dbo","STAMPTRX","1","0.01","1","6017","NONE"
"dbo","GiftPromotion_ST","2","0.01","1","759","NONE"
"dbo","GiftPromotion_ST","3","0.01","1","759","NONE"
"dbo","GiftPromotion_ST","4","0.01","1","759","NONE"
"dbo","GiftPromotion_ST","5","0.01","1","759","NONE"
"dbo","GiftPromotion_ST","6","0.01","1","759","NONE"
"dbo","INVTSERV1","1","0.01","1","0","NONE"
"dbo","LoaiDongThuongHieu","1","0.01","1","59","NONE"
"dbo","CauHinhHeThong","1","0.01","1","1","NONE"
"dbo","INVTSERV0","1","0.01","1","0","NONE"
"dbo","NhomNhanVien","1","0.01","1","18","NONE"
"dbo","LoaiQuaTang","1","0.01","1","2","NONE"
"dbo","HinhThuc_BK","1","0.01","1","1","NONE"
"dbo","NhomNhanVien_DMQuyen","1","0.01","1","489","NONE"
"dbo","TNDSERV0","1","0.01","1","2","NONE"
"dbo","API_Log","1","0.01","1","193","NONE"
"dbo","ExceptionPOS","1","0.01","1","1448","NONE"
"dbo","SGC_ApplicationItem","1","0.01","1","53","NONE"
"dbo","NhomQuyen","1","0.01","1","11","NONE"
"dbo","CTPhatQua","1","0.01","1","4","NONE"
"dbo","CTNhanThuong_2023","0","0.01","1","0","NONE"
"dbo","LichSuHuyChietKhauPOS","1","0.01","1","51","NONE"
"dbo","KhuVuc","1","0.01","1","16","NONE"
"dbo","PhuongXa","1","0.01","1","11846","NONE"
"dbo","DMLoaiKH","1","0.01","1","5","NONE"
"dbo","DMNguonDKyKH","1","0.01","1","4","NONE"
"dbo","CTKhuyenMai","1","0.01","1","305","NONE"
"dbo","CauHinhQuaTang","1","0.01","1","37","NONE"
"dbo","CauHinhSKU_LoaiDMH","1","0.01","1","97","NONE"
"dbo","LyDo","1","0.01","1","18","NONE"
"dbo","ChuongTrinh","1","0.01","1","1","NONE"
"dbo","NgheNghiep","1","0.01","1","8","NONE"
"dbo","LoaiLyDo","1","0.01","1","7","NONE"
"dbo","NhanThuong_QuaTang","1","0.01","1","1606","NONE"
"dbo","CTNhomQuyen","1","0.01","1","142","NONE"
